regime,prob_mean,prob_std,dominant_pct
0,0.107630074,0.044194218,0.0
1,0.25187597,0.05702433,0.15486307837582625
2,0.32749915,0.08869591,0.37677053824362605
3,0.31299537,0.023611138,0.4683663833805477
